subj_idx,rt,response,RewardLevel,PenaltyLevel,BlockType,Congruency,congruence,IntervalTrialNum,scaledTrialSession,scaledRunningTime
2011,0.375823858998046,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,10,-1.09095465367291,1.66127231437607
2011,0.309512898998946,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,1,-1.08503431339152,-1.71075062688434
2011,0.468976213000133,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,2,-1.08207414325082,-1.35025190932863
2011,0.632598500000313,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,4,-1.07615380296943,-0.574586309159
2011,0.42478593299893,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,5,-1.07319363282874,-0.236244846573367
2011,0.645869773998129,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,6,-1.07023346268804,0.212949297521615
2011,0.548096854003234,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,8,-1.06431312240665,0.905831124700171
2011,0.793189294003241,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,1,-1.05839278212526,-1.46823256167126
2011,0.512828749997425,1,Low Reward,Low Penalty,fixedPenalty,Congruent,0.5,2,-1.05543261198456,-1.0857459353875
2011,0.807441337001364,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,3,-1.05247244184387,-0.555538900736535
2011,0.593664865999017,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,4,-1.04951227170317,-0.132520591173356
2011,0.547742543996719,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,5,-1.04655210156248,0.267472007817385
2011,0.855074949002301,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,6,-1.04359193142178,0.821562803472392
2011,0.626097961998312,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,7,-1.04063176128109,1.26084324981103
2011,0.798995944998751,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,9,-1.0347114209997,2.08984642089064
2011,0.744564972002991,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,1,-1.02879108071831,-1.49261307024186
2011,0.505456801998662,1,Low Reward,Low Penalty,fixedPenalty,Congruent,0.5,2,-1.02583091057761,-1.11382278015308
2011,0.501625671997317,1,Low Reward,Low Penalty,fixedPenalty,Congruent,0.5,3,-1.02287074043692,-0.7369534401977
2011,0.561323327998252,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,4,-1.01991057029622,-0.330151359714485
2011,0.551406564998615,1,Low Reward,Low Penalty,fixedPenalty,Congruent,0.5,5,-1.01695040015553,0.0716784000173177
2011,0.565831192998303,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,7,-1.01103005987413,0.82226028376462
2011,0.684259446999931,1,High Reward,Low Penalty,fixedPenalty,Congruent,0.5,1,-1.00510971959274,-1.52285059970672
2011,0.603627453998342,0,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,2,-1.00214954945205,-1.09483699247951
2011,0.441337872998702,1,High Reward,Low Penalty,fixedPenalty,Congruent,0.5,3,-0.999189379311353,-0.748196294070656
2011,0.661144825997326,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,4,-0.996229209170657,-0.291343152978639
2011,0.439690729999711,1,High Reward,Low Penalty,fixedPenalty,Congruent,0.5,5,-0.993269039029962,0.0544716586650789
2011,0.638616385000205,1,High Reward,Low Penalty,fixedPenalty,Congruent,0.5,6,-0.990308868889267,0.500028912715016
2011,0.462896615001227,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,7,-0.987348698748571,0.857479285635349
2011,0.678576545000396,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,8,-0.984388528607876,1.32307278869174
2011,0.481325994001963,1,High Reward,Low Penalty,fixedPenalty,Congruent,0.5,9,-0.981428358467181,1.68976375591128
2011,0.749479039001017,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,10,-0.978468188326485,2.19090816829758
2011,0.71910157000093,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,1,-0.97550801818579,-1.50538056324145
2011,0.511902815997018,1,Low Reward,Low Penalty,fixedPenalty,Congruent,0.5,2,-0.972547848045094,-1.12335820547402
2011,0.351649755000835,1,Low Reward,Low Penalty,fixedPenalty,Congruent,0.5,3,-0.969587677904399,-0.821687633939457
2011,0.722833348998392,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,4,-0.966627507763704,-0.33390352040679
2011,0.504229078000208,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,5,-0.963667337623008,0.0442711819630188
2011,0.47177241999816,1,Low Reward,Low Penalty,fixedPenalty,Congruent,0.5,6,-0.960707167482313,0.406171933436652
2011,0.9786458210001,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,7,-0.957746997341618,1.02222185941749
2011,0.507843761999538,1,Low Reward,Low Penalty,fixedPenalty,Congruent,0.5,8,-0.954786827200922,1.40220898467774
